Date,Open,High,Low,Close,Volume
20241104  19:30:00,569.59,569.59,569.59,569.59,9
20241104  19:35:00,569.6,569.6,569.6,569.6,19
20241104  19:40:00,569.56,569.56,569.41,569.45,57
20241104  19:45:00,569.46,569.5,569.4,569.5,20
20241104  19:50:00,569.52,569.69,569.52,569.59,17
20241104  19:55:00,569.58,569.58,569.5,569.58,27
20241101  04:00:00,570.19,570.68,570.19,570.68,43
20241101  04:05:00,570.55,570.6,570.43,570.53,22
20241101  04:10:00,570.6,570.75,570.5,570.67,63
20241101  04:15:00,570.79,570.79,570.44,570.5,113
20241101  04:20:00,570.52,570.56,570.45,570.49,44
20241101  04:25:00,570.45,570.6,570.45,570.59,6
20241101  04:30:00,570.6,570.75,570.52,570.75,43
20241101  04:35:00,570.57,570.94,570.57,570.94,19
20241101  04:40:00,570.82,570.84,570.5,570.78,33
20241101  04:45:00,570.77,570.77,570.57,570.57,6
20241101  04:50:00,570.59,570.61,570.52,570.54,22
20241101  04:55:00,570.4,570.52,570.39,570.52,11
20241101  05:00:00,570.59,570.69,570.58,570.58,12
20241101  05:05:00,570.64,570.71,570.55,570.55,7
20241101  05:10:00,570.55,570.55,570.55,570.55,0
20241101  05:15:00,570.63,570.74,570.6,570.74,11
20241101  05:20:00,570.81,570.84,570.75,570.84,8
20241101  05:25:00,570.88,571.0,570.88,570.96,12
20241101  05:30:00,570.9,570.9,570.66,570.68,72
20241101  05:35:00,570.78,570.78,570.76,570.76,23
20241101  05:40:00,570.63,570.75,570.63,570.75,3
20241101  05:45:00,570.84,570.84,570.8,570.8,2
20241101  05:50:00,570.75,570.77,570.75,570.77,6
20241101  05:55:00,570.78,570.78,570.78,570.78,1
20241101  06:00:00,570.88,571.04,570.88,571.04,72
20241101  06:05:00,570.95,571.1,570.9,571.05,457
20241101  06:10:00,571.07,571.21,571.07,571.21,570
20241101  06:15:00,571.11,571.17,571.06,571.17,7
20241101  06:20:00,571.18,571.18,571.15,571.15,14
20241101  06:25:00,571.13,571.28,571.13,571.28,4
20241101  06:30:00,571.28,571.28,571.28,571.28,0
20241101  06:35:00,571.11,571.11,571.0,571.07,43
20241101  06:40:00,571.08,571.14,571.04,571.11,439
20241101  06:45:00,571.15,571.3,571.15,571.3,437
20241101  06:50:00,571.3,571.51,571.25,571.5,592
20241101  06:55:00,571.44,571.59,571.43,571.43,51
20241101  07:00:00,571.42,571.43,570.8,571.22,2123
20241101  07:05:00,571.23,571.24,570.84,570.99,284
20241101  07:10:00,571.01,571.17,570.94,571.16,127
20241101  07:15:00,571.18,571.35,571.18,571.29,100
20241101  07:20:00,571.3,571.38,571.29,571.32,76
20241101  07:25:00,571.36,571.36,571.2,571.26,18
20241101  07:30:00,571.28,571.42,571.28,571.4,69
20241101  07:35:00,571.42,571.55,571.42,571.46,41
20241101  07:40:00,571.48,571.65,571.46,571.58,232
20241101  07:45:00,571.5,571.5,571.19,571.27,10
20241101  07:50:00,571.35,571.51,571.34,571.43,240
20241101  07:55:00,571.44,571.53,571.37,571.37,44
20241101  08:00:00,571.4,571.6,569.37,571.4,536
20241101  08:05:00,571.38,571.38,571.3,571.32,141
20241101  08:10:00,571.34,571.49,571.31,571.43,74
20241101  08:15:00,571.41,571.43,571.21,571.32,116
20241101  08:20:00,571.35,571.49,571.33,571.4,68
20241101  08:25:00,571.43,571.45,571.08,571.43,1461
20241101  08:30:00,571.5,572.08,570.34,571.75,3412
20241101  08:35:00,571.67,572.05,569.8,571.65,1022
20241101  08:40:00,571.66,572.17,571.66,572.14,564
20241101  08:45:00,572.1,572.1,571.64,571.76,917
20241101  08:50:00,571.73,572.12,571.6,572.05,379
20241101  08:55:00,572.11,572.17,571.8,571.8,654
20241101  09:00:00,571.83,571.84,571.39,571.39,496
20241101  09:05:00,571.39,571.61,571.16,571.56,826
20241101  09:10:00,571.55,571.64,571.31,571.5,371
20241101  09:15:00,571.33,571.54,571.32,571.53,41
20241101  09:20:00,571.5,571.5,571.21,571.45,181
20241101  09:25:00,571.41,571.58,571.23,571.34,574
20241101  09:30:00,571.32,572.33,570.7,572.16,12074
20241101  09:35:00,572.19,572.78,571.84,572.78,7736
20241101  09:40:00,572.76,573.04,572.56,572.76,3607
20241101  09:45:00,572.8,573.12,572.51,573.07,4498
20241101  09:50:00,573.05,573.36,572.92,573.11,3448
20241101  09:55:00,573.13,573.32,573.05,573.12,4152
20241101  10:00:00,573.13,573.41,572.64,572.81,7333
20241101  10:05:00,572.81,573.96,572.72,573.79,4653
20241101  10:10:00,573.79,574.53,573.7,574.35,4059
20241101  10:15:00,574.37,574.79,574.29,574.73,4195
20241101  10:20:00,574.74,574.96,574.51,574.83,4939
20241101  10:25:00,574.84,575.51,574.75,575.46,4171
20241101  10:30:00,575.5,575.55,574.9,574.99,4991
20241101  10:35:00,575.01,575.13,574.5,574.67,4162
20241101  10:40:00,574.67,574.78,573.32,573.73,6717
20241101  10:45:00,573.74,573.83,572.86,573.81,5508
20241101  10:50:00,573.78,573.81,573.16,573.47,2689
20241101  10:55:00,573.42,574.44,573.37,574.44,2912
20241101  11:00:00,574.42,574.68,574.16,574.64,3442
20241101  11:05:00,574.65,574.65,574.0,574.13,5697
20241101  11:10:00,574.15,574.95,574.09,574.94,2513
20241101  11:15:00,574.94,575.21,574.57,574.82,2978
20241101  11:20:00,574.83,574.84,574.2,574.84,1767
20241101  11:25:00,574.83,575.3,574.73,575.2,1919
20241101  11:30:00,575.2,575.27,574.71,574.86,1491
20241101  11:35:00,574.84,574.91,574.51,574.65,1619
20241101  11:40:00,574.66,574.9,574.26,574.41,2188
20241101  11:45:00,574.42,574.6,573.88,573.97,3566
20241101  11:50:00,573.98,574.0,573.36,573.9,3141
20241101  11:55:00,573.89,573.91,573.51,573.65,1026
20241101  12:00:00,573.63,574.17,573.57,574.07,1414
20241101  12:05:00,574.05,574.19,573.86,574.19,1275
20241101  12:10:00,574.2,574.31,573.85,573.92,1851
20241101  12:15:00,573.94,574.04,573.59,574.02,1720
20241101  12:20:00,574.02,574.02,573.53,573.85,1205
20241101  12:25:00,573.83,573.84,573.3,573.39,1216
20241101  12:30:00,573.39,574.24,573.35,574.22,1547
20241101  12:35:00,574.19,574.23,573.8,574.15,1124
20241101  12:40:00,574.12,574.12,572.87,572.99,2300
20241101  12:45:00,572.99,573.38,572.82,573.13,1999
20241101  12:50:00,573.14,573.3,572.97,573.05,1098
20241101  12:55:00,573.06,573.2,572.66,573.0,1791
20241101  13:00:00,573.03,573.15,572.8,572.96,1229
20241101  13:05:00,572.98,572.98,572.15,572.45,2253
20241101  13:10:00,572.42,573.05,572.22,572.95,2452
20241101  13:15:00,572.94,573.33,572.92,573.27,1225
20241101  13:20:00,573.25,573.87,573.22,573.67,1457
20241101  13:25:00,573.6,573.83,573.46,573.7,2673
20241101  13:30:00,573.68,573.75,572.27,572.3,3405
20241101  13:35:00,572.29,572.5,571.81,572.0,3523
20241101  13:40:00,571.99,572.09,571.72,571.78,1541
20241101  13:45:00,571.77,572.08,571.6,571.86,2153
20241101  13:50:00,571.85,572.49,571.83,572.39,2438
20241101  13:55:00,572.37,572.42,571.62,571.65,3927
20241101  14:00:00,571.64,572.2,571.45,572.09,2198
20241101  14:05:00,572.1,572.14,571.23,571.42,2774
20241101  14:10:00,571.41,571.52,571.23,571.49,2270
20241101  14:15:00,571.48,571.81,571.26,571.42,1747
20241101  14:20:00,571.41,572.22,571.14,572.22,1972
20241101  14:25:00,572.19,572.24,571.85,571.92,1971
20241101  14:30:00,571.92,572.11,571.62,572.01,1178
20241101  14:35:00,572.01,572.15,571.88,572.1,1180
20241101  14:40:00,572.09,572.18,571.81,572.15,1287
20241101  14:45:00,572.1,572.46,571.98,572.2,2006
20241101  14:50:00,572.2,572.43,571.99,572.0,2874
20241101  14:55:00,572.01,572.28,571.88,572.17,1214
20241101  15:00:00,572.15,572.24,571.9,572.15,945
20241101  15:05:00,572.15,572.92,572.09,572.83,2607
20241101  15:10:00,572.84,572.94,572.54,572.84,2122
20241101  15:15:00,572.83,572.83,572.52,572.81,1807
20241101  15:20:00,572.82,572.86,572.44,572.53,1339
20241101  15:25:00,572.55,572.57,571.7,571.75,3451
20241101  15:30:00,571.74,571.89,571.49,571.71,4592
20241101  15:35:00,571.71,571.8,571.36,571.64,5992
20241101  15:40:00,571.62,572.24,571.52,571.69,3762
20241101  15:45:00,571.66,571.83,571.3,571.39,3710
20241101  15:50:00,571.39,571.39,570.62,571.31,20257
20241101  15:55:00,571.29,571.53,570.82,571.02,27222
20241101  16:00:00,571.0,571.55,570.96,571.28,11068
20241101  16:05:00,571.24,571.45,571.24,571.42,1566
20241101  16:10:00,571.45,571.85,571.41,571.6,737
20241101  16:15:00,571.65,571.65,571.23,571.4,1125
20241101  16:20:00,571.42,571.45,571.21,571.24,510
20241101  16:25:00,571.24,571.45,571.24,571.45,51
20241101  16:30:00,571.44,571.51,571.3,571.35,171
20241101  16:35:00,571.37,571.41,571.35,571.4,378
20241101  16:40:00,571.38,571.41,571.35,571.39,145
20241101  16:45:00,571.39,571.39,571.26,571.27,210
20241101  16:50:00,571.3,571.35,571.25,571.25,261
20241101  16:55:00,571.21,571.34,571.2,571.26,20
20241101  17:00:00,571.25,571.33,571.25,571.32,44
20241101  17:05:00,571.3,571.37,571.27,571.35,37
20241101  17:10:00,571.37,571.49,571.35,571.49,133
20241101  17:15:00,571.49,571.6,571.04,571.55,1440
20241101  17:20:00,571.54,571.6,571.54,571.55,17
20241101  17:25:00,571.55,571.77,571.55,571.77,37
20241101  17:30:00,571.75,571.75,571.6,571.6,2
20241101  17:35:00,571.61,571.64,571.54,571.54,44
20241101  17:40:00,571.5,571.5,571.4,571.42,130
20241101  17:45:00,571.41,571.55,571.4,571.55,27
20241101  17:50:00,571.55,571.55,571.4,571.5,5
20241101  17:55:00,571.45,571.45,571.41,571.41,8
20241101  18:00:00,571.5,571.68,571.5,571.68,4
20241101  18:05:00,571.65,571.68,571.65,571.68,36
20241101  18:10:00,571.76,571.76,571.75,571.75,5
20241101  18:15:00,571.75,571.75,571.75,571.75,0
20241101  18:20:00,571.45,571.52,571.45,571.5,8
20241101  18:25:00,571.63,571.63,571.6,571.6,3
20241101  18:30:00,571.65,571.68,571.65,571.67,17
20241101  18:35:00,571.67,571.8,571.67,571.8,40
20241101  18:40:00,571.79,571.82,571.78,571.82,54
20241101  18:45:00,571.82,571.82,571.68,571.68,26
20241101  18:50:00,571.57,571.57,571.13,571.19,169
20241101  18:55:00,571.12,571.38,571.02,571.09,145
20241101  19:00:00,571.2,571.2,571.13,571.19,8
20241101  19:05:00,571.18,571.19,571.18,571.19,15
20241101  19:10:00,571.2,571.2,571.12,571.12,13
20241101  19:15:00,571.22,571.28,571.22,571.23,19
20241101  19:20:00,571.27,571.27,571.12,571.12,5
20241101  19:25:00,571.2,571.3,571.2,571.3,29
20241101  19:30:00,571.25,571.26,571.25,571.25,3
20241101  19:35:00,571.3,571.3,571.24,571.24,14
20241101  19:40:00,571.23,571.3,571.21,571.3,14
20241101  19:45:00,571.37,571.37,571.25,571.26,9
20241101  19:50:00,571.26,571.49,571.25,571.49,14
20241101  19:55:00,571.4,571.5,570.75,571.3,373
20241101  04:00:00,570.19,570.68,570.19,570.68,43
20241101  04:05:00,570.55,570.6,570.43,570.53,22
20241101  04:10:00,570.6,570.75,570.5,570.67,63
20241101  04:15:00,570.79,570.79,570.44,570.5,113
20241101  04:20:00,570.52,570.56,570.45,570.49,44
20241101  04:25:00,570.45,570.6,570.45,570.59,6
20241101  04:30:00,570.6,570.75,570.52,570.75,43
20241101  04:35:00,570.57,570.94,570.57,570.94,19
20241101  04:40:00,570.82,570.84,570.5,570.78,33
20241101  04:45:00,570.77,570.77,570.57,570.57,6
20241101  04:50:00,570.59,570.61,570.52,570.54,22
20241101  04:55:00,570.4,570.52,570.39,570.52,11
20241101  05:00:00,570.59,570.69,570.58,570.58,12
20241101  05:05:00,570.64,570.71,570.55,570.55,7
20241101  05:10:00,570.55,570.55,570.55,570.55,0
20241101  05:15:00,570.63,570.74,570.6,570.74,11
20241101  05:20:00,570.81,570.84,570.75,570.84,8
20241101  05:25:00,570.88,571.0,570.88,570.96,12
20241101  05:30:00,570.9,570.9,570.66,570.68,72
20241101  05:35:00,570.78,570.78,570.76,570.76,23
20241101  05:40:00,570.63,570.75,570.63,570.75,3
20241101  05:45:00,570.84,570.84,570.8,570.8,2
20241101  05:50:00,570.75,570.77,570.75,570.77,6
20241101  05:55:00,570.78,570.78,570.78,570.78,1
20241101  06:00:00,570.88,571.04,570.88,571.04,72
20241101  06:05:00,570.95,571.1,570.9,571.05,457
20241101  06:10:00,571.07,571.21,571.07,571.21,570
20241101  06:15:00,571.11,571.17,571.06,571.17,7
20241101  06:20:00,571.18,571.18,571.15,571.15,14
20241101  06:25:00,571.13,571.28,571.13,571.28,4
20241101  06:30:00,571.28,571.28,571.28,571.28,0
20241101  06:35:00,571.11,571.11,571.0,571.07,43
20241101  06:40:00,571.08,571.14,571.04,571.11,439
20241101  06:45:00,571.15,571.3,571.15,571.3,437
20241101  06:50:00,571.3,571.51,571.25,571.5,592
20241101  06:55:00,571.44,571.59,571.43,571.43,51
20241101  07:00:00,571.42,571.43,570.8,571.22,2123
20241101  07:05:00,571.23,571.24,570.84,570.99,284
20241101  07:10:00,571.01,571.17,570.94,571.16,127
20241101  07:15:00,571.18,571.35,571.18,571.29,100
20241101  07:20:00,571.3,571.38,571.29,571.32,76
20241101  07:25:00,571.36,571.36,571.2,571.26,18
20241101  07:30:00,571.28,571.42,571.28,571.4,69
20241101  07:35:00,571.42,571.55,571.42,571.46,41
20241101  07:40:00,571.48,571.65,571.46,571.58,232
20241101  07:45:00,571.5,571.5,571.19,571.27,10
20241101  07:50:00,571.35,571.51,571.34,571.43,240
20241101  07:55:00,571.44,571.53,571.37,571.37,44
20241101  08:00:00,571.4,571.6,569.37,571.4,536
20241101  08:05:00,571.38,571.38,571.3,571.32,141
20241101  08:10:00,571.34,571.49,571.31,571.43,74
20241101  08:15:00,571.41,571.43,571.21,571.32,116
20241101  08:20:00,571.35,571.49,571.33,571.4,68
20241101  08:25:00,571.43,571.45,571.08,571.43,1461
20241101  08:30:00,571.5,572.08,570.34,571.75,3412
20241101  08:35:00,571.67,572.05,569.8,571.65,1022
20241101  08:40:00,571.66,572.17,571.66,572.14,564
20241101  08:45:00,572.1,572.1,571.64,571.76,917
20241101  08:50:00,571.73,572.12,571.6,572.05,379
20241101  08:55:00,572.11,572.17,571.8,571.8,654
20241101  09:00:00,571.83,571.84,571.39,571.39,496
20241101  09:05:00,571.39,571.61,571.16,571.56,826
20241101  09:10:00,571.55,571.64,571.31,571.5,371
20241101  09:15:00,571.33,571.54,571.32,571.53,41
20241101  09:20:00,571.5,571.5,571.21,571.45,181
20241101  09:25:00,571.41,571.58,571.23,571.34,574
20241101  09:30:00,571.32,572.33,570.7,572.16,12074
20241101  09:35:00,572.19,572.78,571.84,572.78,7736
20241101  09:40:00,572.76,573.04,572.56,572.76,3607
20241101  09:45:00,572.8,573.12,572.51,573.07,4498
20241101  09:50:00,573.05,573.36,572.92,573.11,3448
20241101  09:55:00,573.13,573.32,573.05,573.12,4152
20241101  10:00:00,573.13,573.41,572.64,572.81,7333
20241101  10:05:00,572.81,573.96,572.72,573.79,4653
20241101  10:10:00,573.79,574.53,573.7,574.35,4059
20241101  10:15:00,574.37,574.79,574.29,574.73,4195
20241101  10:20:00,574.74,574.96,574.51,574.83,4939
20241101  10:25:00,574.84,575.51,574.75,575.46,4171
20241101  10:30:00,575.5,575.55,574.9,574.99,4991
20241101  10:35:00,575.01,575.13,574.5,574.67,4162
20241101  10:40:00,574.67,574.78,573.32,573.73,6717
20241101  10:45:00,573.74,573.83,572.86,573.81,5508
20241101  10:50:00,573.78,573.81,573.16,573.47,2689
20241101  10:55:00,573.42,574.44,573.37,574.44,2912
20241101  11:00:00,574.42,574.68,574.16,574.64,3442
20241101  11:05:00,574.65,574.65,574.0,574.13,5697
20241101  11:10:00,574.15,574.95,574.09,574.94,2513
20241101  11:15:00,574.94,575.21,574.57,574.82,2978
20241101  11:20:00,574.83,574.84,574.2,574.84,1767
20241101  11:25:00,574.83,575.3,574.73,575.2,1919
20241101  11:30:00,575.2,575.27,574.71,574.86,1491
20241101  11:35:00,574.84,574.91,574.51,574.65,1619
20241101  11:40:00,574.66,574.9,574.26,574.41,2188
20241101  11:45:00,574.42,574.6,573.88,573.97,3566
20241101  11:50:00,573.98,574.0,573.36,573.9,3141
20241101  11:55:00,573.89,573.91,573.51,573.65,1026
20241101  12:00:00,573.63,574.17,573.57,574.07,1414
20241101  12:05:00,574.05,574.19,573.86,574.19,1275
20241101  12:10:00,574.2,574.31,573.85,573.92,1851
20241101  12:15:00,573.94,574.04,573.59,574.02,1720
20241101  12:20:00,574.02,574.02,573.53,573.85,1205
20241101  12:25:00,573.83,573.84,573.3,573.39,1216
20241101  12:30:00,573.39,574.24,573.35,574.22,1547
20241101  12:35:00,574.19,574.23,573.8,574.15,1124
20241101  12:40:00,574.12,574.12,572.87,572.99,2300
20241101  12:45:00,572.99,573.38,572.82,573.13,1999
20241101  12:50:00,573.14,573.3,572.97,573.05,1098
20241101  12:55:00,573.06,573.2,572.66,573.0,1791
20241101  13:00:00,573.03,573.15,572.8,572.96,1229
20241101  13:05:00,572.98,572.98,572.15,572.45,2253
20241101  13:10:00,572.42,573.05,572.22,572.95,2452
20241101  13:15:00,572.94,573.33,572.92,573.27,1225
20241101  13:20:00,573.25,573.87,573.22,573.67,1457
20241101  13:25:00,573.6,573.83,573.46,573.7,2673
20241101  13:30:00,573.68,573.75,572.27,572.3,3405
20241101  13:35:00,572.29,572.5,571.81,572.0,3523
20241101  13:40:00,571.99,572.09,571.72,571.78,1541
20241101  13:45:00,571.77,572.08,571.6,571.86,2153
20241101  13:50:00,571.85,572.49,571.83,572.39,2438
20241101  13:55:00,572.37,572.42,571.62,571.65,3927
20241101  14:00:00,571.64,572.2,571.45,572.09,2198
20241101  14:05:00,572.1,572.14,571.23,571.42,2774
20241101  14:10:00,571.41,571.52,571.23,571.49,2270
20241101  14:15:00,571.48,571.81,571.26,571.42,1747
20241101  14:20:00,571.41,572.22,571.14,572.22,1972
20241101  14:25:00,572.19,572.24,571.85,571.92,1971
20241101  14:30:00,571.92,572.11,571.62,572.01,1178
20241101  14:35:00,572.01,572.15,571.88,572.1,1180
20241101  14:40:00,572.09,572.18,571.81,572.15,1287
20241101  14:45:00,572.1,572.46,571.98,572.2,2006
20241101  14:50:00,572.2,572.43,571.99,572.0,2874
20241101  14:55:00,572.01,572.28,571.88,572.17,1214
20241101  15:00:00,572.15,572.24,571.9,572.15,945
20241101  15:05:00,572.15,572.92,572.09,572.83,2607
20241101  15:10:00,572.84,572.94,572.54,572.84,2122
20241101  15:15:00,572.83,572.83,572.52,572.81,1807
20241101  15:20:00,572.82,572.86,572.44,572.53,1339
20241101  15:25:00,572.55,572.57,571.7,571.75,3451
20241101  15:30:00,571.74,571.89,571.49,571.71,4592
20241101  15:35:00,571.71,571.8,571.36,571.64,5992
20241101  15:40:00,571.62,572.24,571.52,571.69,3762
20241101  15:45:00,571.66,571.83,571.3,571.39,3710
20241101  15:50:00,571.39,571.39,570.62,571.31,20257
20241101  15:55:00,571.29,571.53,570.82,571.02,27222
20241101  16:00:00,571.0,571.55,570.96,571.28,11068
20241101  16:05:00,571.24,571.45,571.24,571.42,1566
20241101  16:10:00,571.45,571.85,571.41,571.6,737
20241101  16:15:00,571.65,571.65,571.23,571.4,1125
20241101  16:20:00,571.42,571.45,571.21,571.24,510
20241101  16:25:00,571.24,571.45,571.24,571.45,51
20241101  16:30:00,571.44,571.51,571.3,571.35,171
20241101  16:35:00,571.37,571.41,571.35,571.4,378
20241101  16:40:00,571.38,571.41,571.35,571.39,145
20241101  16:45:00,571.39,571.39,571.26,571.27,210
20241101  16:50:00,571.3,571.35,571.25,571.25,261
20241101  16:55:00,571.21,571.34,571.2,571.26,20
20241101  17:00:00,571.25,571.33,571.25,571.32,44
20241101  17:05:00,571.3,571.37,571.27,571.35,37
20241101  17:10:00,571.37,571.49,571.35,571.49,133
20241101  17:15:00,571.49,571.6,571.04,571.55,1440
20241101  17:20:00,571.54,571.6,571.54,571.55,17
20241101  17:25:00,571.55,571.77,571.55,571.77,37
20241101  17:30:00,571.75,571.75,571.6,571.6,2
20241101  17:35:00,571.61,571.64,571.54,571.54,44
20241101  17:40:00,571.5,571.5,571.4,571.42,130
20241101  17:45:00,571.41,571.55,571.4,571.55,27
20241101  17:50:00,571.55,571.55,571.4,571.5,5
20241101  17:55:00,571.45,571.45,571.41,571.41,8
20241101  18:00:00,571.5,571.68,571.5,571.68,4
20241101  18:05:00,571.65,571.68,571.65,571.68,36
20241101  18:10:00,571.76,571.76,571.75,571.75,5
20241101  18:15:00,571.75,571.75,571.75,571.75,0
20241101  18:20:00,571.45,571.52,571.45,571.5,8
20241101  18:25:00,571.63,571.63,571.6,571.6,3
20241101  18:30:00,571.65,571.68,571.65,571.67,17
20241101  18:35:00,571.67,571.8,571.67,571.8,40
20241101  18:40:00,571.79,571.82,571.78,571.82,54
20241101  18:45:00,571.82,571.82,571.68,571.68,26
20241101  18:50:00,571.57,571.57,571.13,571.19,169
20241101  18:55:00,571.12,571.38,571.02,571.09,145
20241101  19:00:00,571.2,571.2,571.13,571.19,8
20241101  19:05:00,571.18,571.19,571.18,571.19,15
20241101  19:10:00,571.2,571.2,571.12,571.12,13
20241101  19:15:00,571.22,571.28,571.22,571.23,19
20241101  19:20:00,571.27,571.27,571.12,571.12,5
20241101  19:25:00,571.2,571.3,571.2,571.3,29
20241101  19:30:00,571.25,571.26,571.25,571.25,3
20241101  19:35:00,571.3,571.3,571.24,571.24,14
20241101  19:40:00,571.23,571.3,571.21,571.3,14
20241101  19:45:00,571.37,571.37,571.25,571.26,9
20241101  19:50:00,571.26,571.49,571.25,571.49,14
20241101  19:55:00,571.4,571.5,570.75,571.3,373
20241101  04:00:00,570.19,570.68,570.19,570.68,43
20241101  04:05:00,570.55,570.6,570.43,570.53,22
20241101  04:10:00,570.6,570.75,570.5,570.67,63
20241101  04:15:00,570.79,570.79,570.44,570.5,113
20241101  04:20:00,570.52,570.56,570.45,570.49,44
20241101  04:25:00,570.45,570.6,570.45,570.59,6
20241101  04:30:00,570.6,570.75,570.52,570.75,43
20241101  04:35:00,570.57,570.94,570.57,570.94,19
20241101  04:40:00,570.82,570.84,570.5,570.78,33
20241101  04:45:00,570.77,570.77,570.57,570.57,6
20241101  04:50:00,570.59,570.61,570.52,570.54,22
20241101  04:55:00,570.4,570.52,570.39,570.52,11
20241101  05:00:00,570.59,570.69,570.58,570.58,12
20241101  05:05:00,570.64,570.71,570.55,570.55,7
20241101  05:10:00,570.55,570.55,570.55,570.55,0
20241101  05:15:00,570.63,570.74,570.6,570.74,11
20241101  05:20:00,570.81,570.84,570.75,570.84,8
20241101  05:25:00,570.88,571.0,570.88,570.96,12
20241101  05:30:00,570.9,570.9,570.66,570.68,72
20241101  05:35:00,570.78,570.78,570.76,570.76,23
20241101  05:40:00,570.63,570.75,570.63,570.75,3
20241101  05:45:00,570.84,570.84,570.8,570.8,2
20241101  05:50:00,570.75,570.77,570.75,570.77,6
20241101  05:55:00,570.78,570.78,570.78,570.78,1
20241101  06:00:00,570.88,571.04,570.88,571.04,72
20241101  06:05:00,570.95,571.1,570.9,571.05,457
20241101  06:10:00,571.07,571.21,571.07,571.21,570
20241101  06:15:00,571.11,571.17,571.06,571.17,7
20241101  06:20:00,571.18,571.18,571.15,571.15,14
20241101  06:25:00,571.13,571.28,571.13,571.28,4
20241101  06:30:00,571.28,571.28,571.28,571.28,0
20241101  06:35:00,571.11,571.11,571.0,571.07,43
20241101  06:40:00,571.08,571.14,571.04,571.11,439
20241101  06:45:00,571.15,571.3,571.15,571.3,437
20241101  06:50:00,571.3,571.51,571.25,571.5,592
20241101  06:55:00,571.44,571.59,571.43,571.43,51
20241101  07:00:00,571.42,571.43,570.8,571.22,2123
20241101  07:05:00,571.23,571.24,570.84,570.99,284
20241101  07:10:00,571.01,571.17,570.94,571.16,127
20241101  07:15:00,571.18,571.35,571.18,571.29,100
20241101  07:20:00,571.3,571.38,571.29,571.32,76
20241101  07:25:00,571.36,571.36,571.2,571.26,18
20241101  07:30:00,571.28,571.42,571.28,571.4,69
20241101  07:35:00,571.42,571.55,571.42,571.46,41
20241101  07:40:00,571.48,571.65,571.46,571.58,232
20241101  07:45:00,571.5,571.5,571.19,571.27,10
20241101  07:50:00,571.35,571.51,571.34,571.43,240
20241101  07:55:00,571.44,571.53,571.37,571.37,44
20241101  08:00:00,571.4,571.6,569.37,571.4,536
20241101  08:05:00,571.38,571.38,571.3,571.32,141
20241101  08:10:00,571.34,571.49,571.31,571.43,74
20241101  08:15:00,571.41,571.43,571.21,571.32,116
20241101  08:20:00,571.35,571.49,571.33,571.4,68
20241101  08:25:00,571.43,571.45,571.08,571.43,1461
20241101  08:30:00,571.5,572.08,570.34,571.75,3412
20241101  08:35:00,571.67,572.05,569.8,571.65,1022
20241101  08:40:00,571.66,572.17,571.66,572.14,564
20241101  08:45:00,572.1,572.1,571.64,571.76,917
20241101  08:50:00,571.73,572.12,571.6,572.05,379
20241101  08:55:00,572.11,572.17,571.8,571.8,654
20241101  09:00:00,571.83,571.84,571.39,571.39,496
20241101  09:05:00,571.39,571.61,571.16,571.56,826
20241101  09:10:00,571.55,571.64,571.31,571.5,371
20241101  09:15:00,571.33,571.54,571.32,571.53,41
20241101  09:20:00,571.5,571.5,571.21,571.45,181
20241101  09:25:00,571.41,571.58,571.23,571.34,574
20241101  09:30:00,571.32,572.33,570.7,572.16,12074
20241101  09:35:00,572.19,572.78,571.84,572.78,7736
20241101  09:40:00,572.76,573.04,572.56,572.76,3607
20241101  09:45:00,572.8,573.12,572.51,573.07,4498
20241101  09:50:00,573.05,573.36,572.92,573.11,3448
20241101  09:55:00,573.13,573.32,573.05,573.12,4152
20241101  10:00:00,573.13,573.41,572.64,572.81,7333
20241101  10:05:00,572.81,573.96,572.72,573.79,4653
20241101  10:10:00,573.79,574.53,573.7,574.35,4059
20241101  10:15:00,574.37,574.79,574.29,574.73,4195
20241101  10:20:00,574.74,574.96,574.51,574.83,4939
20241101  10:25:00,574.84,575.51,574.75,575.46,4171
20241101  10:30:00,575.5,575.55,574.9,574.99,4991
20241101  10:35:00,575.01,575.13,574.5,574.67,4162
20241101  10:40:00,574.67,574.78,573.32,573.73,6717
20241101  10:45:00,573.74,573.83,572.86,573.81,5508
20241101  10:50:00,573.78,573.81,573.16,573.47,2689
20241101  10:55:00,573.42,574.44,573.37,574.44,2912
20241101  11:00:00,574.42,574.68,574.16,574.64,3442
20241101  11:05:00,574.65,574.65,574.0,574.13,5697
20241101  11:10:00,574.15,574.95,574.09,574.94,2513
20241101  11:15:00,574.94,575.21,574.57,574.82,2978
20241101  11:20:00,574.83,574.84,574.2,574.84,1767
20241101  11:25:00,574.83,575.3,574.73,575.2,1919
20241101  11:30:00,575.2,575.27,574.71,574.86,1491
20241101  11:35:00,574.84,574.91,574.51,574.65,1619
20241101  11:40:00,574.66,574.9,574.26,574.41,2188
20241101  11:45:00,574.42,574.6,573.88,573.97,3566
20241101  11:50:00,573.98,574.0,573.36,573.9,3141
20241101  11:55:00,573.89,573.91,573.51,573.65,1026
20241101  12:00:00,573.63,574.17,573.57,574.07,1414
20241101  12:05:00,574.05,574.19,573.86,574.19,1275
20241101  12:10:00,574.2,574.31,573.85,573.92,1851
20241101  12:15:00,573.94,574.04,573.59,574.02,1720
20241101  12:20:00,574.02,574.02,573.53,573.85,1205
